"","folder","name","question","Item Type","Section","Type","Program","Language","Level","ID","SectionShort","date"
"6769","Inferential_Statistics/vufgb-sumofsquares-019-nl","vufgb-sumofsquares-019-nl","
Beschouw onderstaande (incomplete) SPSS output van een orthogonaal factoriële ANOVA:
![](vufgb-sumofsquares-019-nl-table01.jpg)
  
Wat is de kwadratensom (*Sum of Squares*) toegewezen aan het hoofdeffect (*main effect*) voor *sunglasses*? 
  
Answerlist
----------
* 28.125
* 18.750
* 72.000
* 56.625
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Parametric Techniques/ANOVA","Interpreting output","SPSS","Dutch","Statistical Literacy","e998c","Inferential Statistics/Sum of squares","2026-01-12"
"6770","Inferential_Statistics/vufgb-sumofsquares-020-en","vufgb-sumofsquares-020-en","
Given is the ANOVA table below, belonging to a 2x2 factorial design.
Calculate the square of the interaction between factors *A* and *B* ($SS_{AB}$).
![](vufgb-sumofsquares-020-nl-table01.jpg)
  
Answerlist
----------
* 0
* 10
* 2
* 40
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Parametric Techniques/ANOVA","Calculation, Interpreting output",NA,"English","Statistical Literacy","09132","Inferential Statistics/Sum of squares","2026-01-12"
"6771","Inferential_Statistics/vufgb-sumofsquares-020-nl","vufgb-sumofsquares-020-nl","
Gegeven is onderstaande ANOVA tabel, horende bij een 2x2 factorieel design. 
Bereken de kwadratensom van de interactie tussen factoren *A* en *B* ($SS_{AB}$).
![](vufgb-sumofsquares-020-nl-table01.jpg)
  
Answerlist
----------
* 0
* 10
* 2
* 40
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Parametric Techniques/ANOVA","Calculation, Interpreting output",NA,"Dutch","Statistical Literacy","13a5e","Inferential Statistics/Sum of squares","2026-01-12"
"6772","Inferential_Statistics/vufgb-suppresion-001-en","vufgb-suppresion-001-en","  
What is the correct description of a suppression effect? The effect of one predictor on the outcome variable _____ when the other predictor is statistically controlled for.
  
Answerlist
----------
* disappears
* changes direction
* appears
* remains unchanged
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression","Conceptual",NA,"English","Statistical Literacy","1a584","Inferential Statistics/Suppression","2026-01-12"
"6773","Inferential_Statistics/vufgb-suppresion-001-nl","vufgb-suppresion-001-nl","  
Wat is de juiste omschrijving van een suppressie effect? Het effect van de ene predictor op de uitkomstvariabele_____ als statistisch gecontroleerd wordt voor de andere predictor.
  
Answerlist
----------
* verdwijnt
* verandert van richting
* verschijnt
* blijft onveranderd
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression","Conceptual",NA,"Dutch","Statistical Literacy","9ff04","Inferential Statistics/Suppression","2026-01-12"
"6774","Inferential_Statistics/vufgb-suppression-002-en","vufgb-suppression-002-en","  
In an ANCOVA model without interaction the differences in mean reaction times between a control and experimental group are tested, controlling for age. The unadjusted means are 18 milliseconds for both groups. After controlling for age, the adjusted means are 20 milliseconds for the control group and 16 milliseconds for the experimental group. Which multivariate relationship does this indicate?
  
Answerlist
----------
* Confounding
* Simpson’s paradox
* Suppressor effect
* Chain of relationships
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression","Conceptual",NA,"English","Statistical Reasoning","20f32","Inferential Statistics/Suppression","2026-01-12"
"6775","Inferential_Statistics/vufgb-suppression-002-nl","vufgb-suppression-002-nl","  
In een ANCOVA model zonder interactie wordt het verschil in gemiddeldes op reactietijd tussen een controle en experimentele groep getoetst, gecontroleerd voor leeftijd. De ongecorrigeerde gemiddeldes zijn 18 milliseconden voor beide groepen. Na controleren voor leeftijd zijn de gecorrigeerde gemiddeldes 20 milliseconden voor de controlegroep en 16 milliseconden voor de experimentele groep. Van welke multivariate relatie is hier sprake?
  
Answerlist
----------
* Confounding
* Simpson’s paradox
* Suppressor effect
* Kettingrelatie
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression","Conceptual",NA,"Dutch","Statistical Reasoning","eaf37","Inferential Statistics/Suppression","2026-01-12"
"6776","Inferential_Statistics/vufgb-suppression-003-en","vufgb-suppression-003-en","
A simple regression shows that intelligence is not related to number of errors during assembly line work. When controlling for boredom in a multiple regression, intelligence does appear to be related to number of errors (negative relationship). What kind of variable is boredom? 
Answerlist
----------
* An interaction variable.
* A lurking variable.
* A confounder variable.
* A suppressor variable.
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression","Conceptual",NA,"English","Statistical Thinking","d5ab1","Inferential Statistics/Suppression","2026-01-12"
"6777","Inferential_Statistics/vufgb-suppression-003-nl","vufgb-suppression-003-nl","
Uit een enkelvoudige regressie blijkt dat intelligentie niet samenhangt met aantal fouten tijdens lopende bandwerk. Als gecontroleerd wordt voor verveling in een multipele regressie blijkt intelligentie wel samen te hangen met aantal fouten (negatief verband). Wat voor variabele is Verveling? 
  
Answerlist
----------
* Een interactie variabele. 
* Een lurking variabele.
* Een confounder variabele.
* Een suppressor variabele.
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression","Conceptual",NA,"Dutch","Statistical Thinking","386e5","Inferential Statistics/Suppression","2026-01-12"
"6778","Inferential_Statistics/vufgb-suppression-004-en","vufgb-suppression-004-en","
The relationship between body height and score on a math test disappears when controlling for gender. What type of variable is gender? 
Answerlist
----------
* A ""confounding"" variable.
* A moderator.
* A mediator.
* A 'suppressor' variable.
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression, Inferential Statistics/Regression/Multiple linear regression","Conceptual",NA,"English","Statistical Literacy","2ab53","Inferential Statistics/Suppression","2026-01-12"
"6779","Inferential_Statistics/vufgb-suppression-004-nl","vufgb-suppression-004-nl","
Het verband tussen lichaamslengte en score op een wiskundetoets verdwijnt als gecontroleerd wordt voor sekse. Wat voor type variabele is sekse?
  
Answerlist
----------
* Een ‘confounding’ variabele.
* Een moderator.
* Een mediator.
* Een ‘suppressor’ variabele.
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression, Inferential Statistics/Regression/Multiple linear regression","Conceptual",NA,"Dutch","Statistical Literacy","9cafa","Inferential Statistics/Suppression","2026-01-12"
"6780","Inferential_Statistics/vufgb-suppression-005-en","vufgb-suppression-005-en","
Complete:
The variable $X_{2}$ is a 'suppressor' variable if the relationship between $X_{1}$ and Y ... as soon as it is checked for $X_{2}$. 
Answerlist
----------
* Disappears
* Does not change
* Becomes visible
* Gets a reverse direction
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression","Conceptual",NA,"English","Statistical Literacy","04e67","Inferential Statistics/Suppression","2026-01-12"
"6781","Inferential_Statistics/vufgb-suppression-005-nl","vufgb-suppression-005-nl","
Vul aan: 
De variabele $X_{2}$ is een ‘suppressor’ variabele als de relatie tussen $X_{1}$ en Y ... zodra er wordt gecontroleerd voor $X_{2}$.
  
Answerlist
----------
* verdwijnt
* niet verandert
* zichtbaar wordt
* een omgekeerde richting krijgt
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression","Conceptual",NA,"Dutch","Statistical Literacy","a0aad","Inferential Statistics/Suppression","2026-01-12"
"6782","Inferential_Statistics/vufgb-suppression-006-en","vufgb-suppression-006-en","
Given is the path diagram below. Which multivariate relationship is depicted here?

![](vufgb-suppression-006-nl-figure01.jpg)
  
Answerlist
----------
* Partial confounding
* Full confounding
* Partial mediation
* Full mediation
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression, Inferential Statistics/Regression/Multiple linear regression/Mediation","Interpreting graph",NA,"English","Statistical Literacy","633b1","Inferential Statistics/Suppression","2026-01-12"
"6783","Inferential_Statistics/vufgb-suppression-006-nl","vufgb-suppression-006-nl","
Gegeven is onderstaand paddiagram. Welke multivariate relatie wordt hier afgebeeld?

![](vufgb-suppression-006-nl-figure01.jpg)
  
Answerlist
----------
* Partiële confounding
* Volledige confounding
* Partiële mediatie
* Volledige mediatie
","schoice","Inferential Statistics/Regression/Multiple linear regression/Suppression, Inferential Statistics/Regression/Multiple linear regression/Mediation","Interpreting graph",NA,"Dutch","Statistical Literacy","03281","Inferential Statistics/Suppression","2026-01-12"
"6784","Inferential_Statistics/vufgb-testing-001-en","vufgb-testing-001-en","  
For a regression coefficient *b* in a simple regression model a 95% confidence interval of (-0.95, 0.02) is found. Which conclusion about the association between two variables is correct?
  
Answerlist
----------
* There is a positive association, but the association is not significant.
* There is a negative association, but the association is not significant.
* The association is significant, but it is unclear what the direction is.
* The association is not significant, thus the direction does not matter.
","schoice","Inferential Statistics/Confidence Intervals/Testing","Conceptual",NA,"English","Statistical Reasoning","6d413","Inferential Statistics/Testing","2026-01-12"
"6785","Inferential_Statistics/vufgb-testing-001-nl","vufgb-testing-001-nl","  
Voor een regressiecoëfficiënt *b* in een enkelvoudig regressiemodel wordt een 95% betrouwbaarheidsinterval gevonden van (-0.95, 0.02). Welke conclusie over het verband tussen de twee variabelen is juist?
  
Answerlist
----------
* Er is een positief verband, maar dit verband is niet significant.
* Er is een negatief verband, maar dit verband is niet significant.
* Het verband is significant, maar het is onduidelijk wat de richting is.
* Het verband is niet significant, de richting doet er dus niet toe.
","schoice","Inferential Statistics/Confidence Intervals/Testing","Conceptual",NA,"Dutch","Statistical Reasoning","ce327","Inferential Statistics/Testing","2026-01-12"
"6786","Inferential_Statistics/vufgb-testing-002-en","vufgb-testing-002-en","  
For a regression coefficient *b* in a simple regression model a 95% confidence interval of (-0.20, 0.78) is found. Which conclusion is correct?
  
Answerlist
----------
* There is a positive association, but the association is not significant.
* There is a negative association, but the association is not significant.
* The association is significant, but it is unclear what the direction is.
* The association is not significant, thus the direction does not matter.
","schoice","Inferential Statistics/Confidence Intervals/Testing","Conceptual",NA,"English","Statistical Reasoning","3f0cb","Inferential Statistics/Testing","2026-01-12"
"6787","Inferential_Statistics/vufgb-testing-002-nl","vufgb-testing-002-nl","  
Voor een regressiecoëfficiënt *b* in een eenvoudig regressiemodel wordt een 95% betrouwbaarheidsinterval van (-0,20, 0,78) gevonden. Welke conclusie is juist?
  
Answerlist
----------
* Er is een positieve associatie, maar de associatie is niet significant.
* Er is een negatieve associatie, maar de associatie is niet significant.
* De associatie is significant, maar het is onduidelijk wat de richting is.
* De associatie is niet significant, dus de richting doet er niet toe.
","schoice","Inferential Statistics/Confidence Intervals/Testing","Conceptual",NA,"Dutch","Statistical Reasoning","53ff0","Inferential Statistics/Testing","2026-01-12"
"6788","Inferential_Statistics/vufgb-tstatistic-001-en","vufgb-tstatistic-001-en","
Renske expects a positive association between two variables and aims to test this with a linear regression analysis. She considers a one-sided versus two-sided test. Which statement is true? Complete the following sentence. The _____ value of a one-sided test is _____ compared with a two-sided test.
  
Answerlist
----------
* Critical; lower.
* Critical; higher.
* Found; lower.
* Found; higher.
","schoice","Inferential Statistics/NHST/Test statistic/t-statistic","Conceptual",NA,"English","Statistical Reasoning","5513e","Inferential Statistics/t-statistic","2026-01-12"
"6789","Inferential_Statistics/vufgb-tstatistic-001-nl","vufgb-tstatistic-001-nl","
Renske verwacht een positief verband tussen twee variabelen en wil dit toetsen met lineaire regressieanalyse. Zij overweegt een eenzijdige of tweezijdige toets. Welke uitspraak is waar? Vul aan. De _____ waarde bij een eenzijdige toets is _____ vergeleken met een tweezijdige toets.
  
Answerlist
----------
* Kritieke; lager.
* Kritieke; hoger.
* Gevonden; lager.
* Gevonden; hoger.
","schoice","Inferential Statistics/NHST/Test statistic/t-statistic","Conceptual",NA,"Dutch","Statistical Reasoning","ad938","Inferential Statistics/t-statistic","2026-01-12"
"6790","Inferential_Statistics/vufgb-tstatistic-002-en","vufgb-tstatistic-002-en","  
Given is a *t*-distribution with 23 degrees of freedom.
A which *t*-value the 97.5% of the values is at the right side?
  
Answerlist
----------
* -2.500
* -2.069
* 2.069
* 2.500 
","schoice","Inferential Statistics/NHST/Test statistic/t-statistic, Distributions/Continuous/t-distribution","Interpreting output",NA,"English","Statistical Literacy","1d649","Inferential Statistics/t-statistic","2026-01-12"
"6791","Inferential_Statistics/vufgb-tstatistic-002-nl","vufgb-tstatistic-002-nl","
In een steekproef van 25 volwassenen is de gemiddelde score op Body Mass Index 25 met een standaardafwijking van 2. Toets of het gevonden gemiddelde afwijkt van het populatiegemiddelde van 23. Wat is de waarde van de toetsingsgrootheid *t*?
  
Answerlist
----------
* 5.0
* 2.0
* 1.4
* 1.0
","schoice","Inferential Statistics/NHST/Test statistic/t-statistic","Calculation",NA,"Dutch","Statistical Literacy","85595","Inferential Statistics/t-statistic","2026-01-12"
